AREA,PERIMETER,UNIQUEID,SCHEDULERE,SURVEYORCO,WATERSEDGE,ZONETYPE,ZONESUBTYP,CLAUSE,SURVEYDATE,FTYPE_CODE,WATERWAY_I,SCHEDULE_T,DISPLAY_HE,DISPLAY_TE,CONDITIONA,CONDITIO_1,CREATION_T,DISPLAY_RE,DISPLAY_IC,ZONEID,SURVEYORNA,Shape_Leng,Shape_Area,longitude,latitude
0,0,Burrumbeet Lake,43,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,8/3/2012,,12,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.l,Tad Knaggs,0.008522925,3.03E-06,143.645397,-37.531908
0,0,Burrumbeet Lake,43,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,30/03/2012,,12,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.m,Tad Knaggs,0.014093816,5.52E-06,143.640399,-37.532466
0,0,Burrumbeet Lake,43,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,16/03/2012,,12,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.n,Tad Knaggs,0.001612177,1.41E-07,143.630506,-37.530982
0,0,Burrumbeet Lake,43,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,16/03/2012,,12,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.o,Tad Knaggs,0.001657258,1.47E-07,143.62782,-37.529837
0,0,Burrumbeet Lake,43,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,30/03/2012,,12,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.p,Tad Knaggs,0.026464817,1.28E-05,143.624362,-37.518654
0,0,Burrumbeet Lake,43,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,30/03/2012,,12,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.q,Tad Knaggs,0.020542295,2.71E-05,143.621701,-37.496919
0,0,Burrumbeet Lake,43,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,31/05/2012,,12,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.r,Tad Knaggs,0.017302377,1.38E-05,143.627331,-37.487226
0,0,Charlegrark Lake,145,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,23/04/2012,,14,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 145, Clause 7",5.jpg,145-1,Tad Knaggs,0.027446951,5.15E-05,141.242499,-36.76925
0,0,Colac Lake,146,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,4/3/2013,,15,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 146, Clause 7",5.jpg,146-1,Tad Knaggs,0.291992901,0.002750743,143.607915,-38.266702
0,0,Corner Inlet,132,Geomatic Technologies,Derived,Speed Restriction,20 Knots,7,19/02/2009,,16,,Speed Restriction (20 Knots),,0,,AUTO,"Refer to Schedule 132, Clause 7",20.jpg,132-1,Jamie Portman,0.11810056,0.000130228,146.446117,-38.707786
0,0,Corner Inlet,132,Geomatic Technologies,Derived,Speed Restriction,5 Knots,7,19/02/2009,,16,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 132, Clause 7",5.jpg,132-2.i,Jamie Portman,0.039681355,1.85E-05,146.446117,-38.707786
0,0,Corner Inlet,132,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,19/02/2009,,16,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 132, Clause 7",5.jpg,132-2.ii,Jamie Portman,0.022186065,2.48E-05,146.699208,-38.669245
0,0,Corner Inlet,132,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,19/02/2009,,16,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 132, Clause 7",5.jpg,132-2.iii,Jamie Portman,0.115598945,3.00E-05,146.283975,-38.683397
0,0,Curdies River,24,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,29/05/2009,,17,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 024, Clause 7",5.jpg,024-1.a.ii,Brad Griffiths,0.042420811,8.59E-06,142.862961,-38.563241
0,0,Curdies River,24,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,29/05/2009,,17,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 024, Clause 7",5.jpg,024-1.b,Brad Griffiths,0.02612323,2.32E-05,142.891975,-38.605425
0,0,Deep Lake,37,Geomatic Technologies,VicMap,Speed Restriction,15 Knots,7,18/04/2011,,18,,Speed Restriction (15 Knots),,0,,AUTO,"Refer to Schedule 037, Clause 7",15.jpg,037-1,Tad Knaggs,0.002964323,5.04E-07,143.176771,-37.930544
0,0,Gellibrand River,21,Geomatic Technologies,VicMap Modified,Speed Restriction,8 Knots,7,12/6/2009,,21,,Speed Restriction (8 Knots),,0,,AUTO,"Refer to Schedule 021, Clause 7",8.jpg,021-1,Jamie Portman,0.027136155,1.21E-05,143.159811,-38.701416
0,0,Goulburn River,88,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/4/2013,,24,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 088, Clause 7",5.jpg,088-1,Tad Knaggs,3.93205802,0.00105911,145.12115,-36.907562
0,0,Green Hill Lake,54,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,23/01/2012,,25,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 054, Clause 7",5.jpg,054-2,Tad Knaggs,0.15547005,0.000188242,142.988657,-37.277664
0,0,Gunbower Creek,73,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,16/12/2011,,26,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 073, Clause 7",5.jpg,073-3,Tad Knaggs,2.213496303,0.000481909,144.271522,-35.831392
0,0,Hamilton Lake,38,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,3/5/2012,,27,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 038, Clause 7",5.jpg,038-1.a,Tad Knaggs,0.033397341,1.05E-05,142.045701,-37.730694
0,0,Hamilton Lake,38,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/5/2012,,27,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 038, Clause 7",5.jpg,038-1.b,Tad Knaggs,0.002758733,4.21E-07,142.040663,-37.732733
0,0,Hopkins River,22,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,25/06/2012,,29,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 022, Clause 7",5.jpg,022-2.a,Tad Knaggs,0.224955691,0.000140415,142.524326,-38.3912
0,0,Hopkins River,22,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,25/06/2012,,29,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 022, Clause 7",5.jpg,022-2.b.i,Tad Knaggs,0.035519614,3.42E-05,142.515179,-38.392164
0,0,Hopkins River,22,Geomatic Technologies,VicMap,Speed Restriction,10 Knots,7,25/06/2012,,29,,Speed Restriction (10 Knots),,0,,AUTO,"Refer to Schedule 022, Clause 7",10.jpg,022-3,Tad Knaggs,0.155843154,0.000106157,142.529857,-38.391613
0,0,Laanecoorie,65,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,25/07/2011,,32,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 065, Clause 7",5.jpg,065-2.b.i (>31.5%),Tad Knaggs,0.04473282,5.92E-06,143.882049,-36.839192
0,0,Laanecoorie,65,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,25/07/2011,,32,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 065, Clause 7",5.jpg,065-2.b.ii (>31.5%),Tad Knaggs,0.051334369,2.08E-05,143.877391,-36.838775
0,0,Laanecoorie,65,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,25/07/2011,,32,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 065, Clause 7",5.jpg,065-2.b.iii (>31.5%),Tad Knaggs,0.013705352,1.27E-05,143.881725,-36.839382
0,0,Laanecoorie,65,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,25/07/2011,,32,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 065, Clause 7",5.jpg,065-2.b.iv (>31.5%),Tad Knaggs,0.407342292,0.000175248,143.86589,-36.831361
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.a,Brad Griffiths,0.016770783,9.40E-06,145.914493,-37.215976
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.b,Brad Griffiths,0.016126099,7.72E-06,145.909843,-37.208884
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.c,Brad Griffiths,0.041162747,4.27E-05,145.908678,-37.204989
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.d,Brad Griffiths,0.016909992,9.70E-06,145.904221,-37.201628
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.e,Brad Griffiths,0.039170566,3.61E-05,145.882921,-37.205961
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.f,Brad Griffiths,0.011124115,6.20E-06,145.878716,-37.19306
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.g,Brad Griffiths,0.015693382,4.19E-06,145.872779,-37.193173
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.h,Brad Griffiths,0.048766168,7.17E-05,145.850868,-37.171898
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.i,Brad Griffiths,0.038541866,3.48E-05,145.849759,-37.142225
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.i,Brad Griffiths,0.004881546,1.11E-06,145.87701,-37.03764
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.ii,Brad Griffiths,0.002523308,1.86E-07,145.870423,-37.03234
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.iii,Brad Griffiths,0.012526356,4.62E-06,145.874014,-37.027532
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.iv,Brad Griffiths,0.107808148,0.000141775,145.833931,-37.017918
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.v,Brad Griffiths,0.058455368,4.34E-05,145.903621,-37.009286
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.vi,Brad Griffiths,0.005897397,9.45E-07,145.880263,-37.03115
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.vii.a,Brad Griffiths,0.006836452,1.42E-06,145.889027,-37.04053
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.vii.b,Brad Griffiths,0.003724092,7.08E-07,145.887808,-37.042211
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.j.viii,Brad Griffiths,0.00553656,1.49E-06,145.884518,-37.045687
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.k,Brad Griffiths,0.082402808,0.000172944,146.023335,-37.049394
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.l,Brad Griffiths,0.147831883,0.00023186,146.001757,-37.162532
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.m,Brad Griffiths,0.044541106,3.59E-05,145.909265,-37.15933
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.ni,Brad Griffiths,0.037295884,5.15E-05,146.072588,-37.181963
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.nii,Brad Griffiths,0.009305345,3.00E-06,146.069935,-37.188169
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.o,Brad Griffiths,0.017810879,9.05E-06,146.137611,-37.213176
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.p,Brad Griffiths,0.067307168,9.72E-05,146.147844,-37.216606
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.q,Brad Griffiths,0.123562839,0.000135412,146.148386,-37.274743
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.r,Brad Griffiths,0.188393138,0.000204925,146.04422,-37.300225
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.s,Brad Griffiths,0.047948647,3.57E-05,145.97501,-37.249967
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.t,Brad Griffiths,0.088866233,9.96E-05,145.971165,-37.258993
0,0,Lake Eildon,90,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,4/5/2009,,37,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 090, Clause 7",5.jpg,090-1.u,Brad Griffiths,0.043786739,4.11E-05,145.960973,-37.245207
0,0,Lake Fyans,70,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,10/6/2009,,38,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 070, Clause 7",5.jpg,070-2.a,Jamie Portman,0.02874576,4.08E-05,142.612933,-37.142536
0,0,Lake Fyans,70,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,10/6/2009,,38,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 070, Clause 7",5.jpg,070-2.b,Jamie Portman,0.04647313,8.38E-05,142.618695,-37.144004
0,0,Lake Fyans,70,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,10/6/2009,,38,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 070, Clause 7",5.jpg,070-2.c,Jamie Portman,0.03981478,3.33E-05,142.634016,-37.132668
0,0,Lake Horden,18,Geomatic Technologies,VicMap Modified,Speed Restriction,8 Knots,7,2/7/2009,,40,,Speed Restriction (8 Knots),,0,,AUTO,"Refer to Schedule 018, Clause 7",8.jpg,018-1,Jamie Portman,0.023650448,2.21E-05,143.466825,-38.776151
0,0,Lake Hume,95,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,12/5/2008,,41,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 095, Clause 7",5.jpg,095-2.a_(>10%),Jamie Portman,0.013185421,9.72E-06,147.023476,-36.123302
0,0,Lake Hume,95,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,12/5/2008,,41,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 095, Clause 7",5.jpg,095-2.b_(>10%),Jamie Portman,0.013997017,1.05E-05,147.016726,-36.131004
0,0,Lake Hume,95,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,12/5/2008,,41,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 095, Clause 7",5.jpg,095-2.c_(>10%),Jamie Portman,0.037844134,4.17E-05,147.014823,-36.133989
0,0,Lake Hume,95,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,12/5/2008,,41,,Speed Restriction (5 Knots),,2,,AUTO,"Refer to Schedule 095, Clause 7",5.jpg,095-1.a_(<10%),Jamie Portman,0.1377364,0.000434767,147.05535,-36.087631
0,0,Lake Nillahcootie,97,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,30/11/2009,,44,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 097, Clause 7",5.jpg,097-2.a,Jamie Portman,0.035076971,1.73E-05,145.996768,-36.864324
0,0,Lake Nillahcootie,97,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,30/11/2009,,44,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 097, Clause 7",5.jpg,097-2.b,Jamie Portman,0.101287577,0.000188083,145.997969,-36.893218
0,0,Lake Nillahcootie,97,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,30/11/2009,,44,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 097, Clause 7",5.jpg,097-2.c,Jamie Portman,0.00160929,1.52E-07,146.004915,-36.857864
0,0,Lake Tchum,154,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,12/7/2010,,45,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 154, Clause 7",5.jpg,154-2,Tad Knaggs,0.050080335,7.13E-06,143.003273,-35.995653
0,0,Learmonth Lake,64,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,14/03/2012,,46,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 064, Clause 7",5.jpg,064-2.a,Tad Knaggs,0.010886172,4.64E-06,143.723827,-37.437092
0,0,Learmonth Lake,64,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,27/02/2012,,46,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 064, Clause 7",5.jpg,064-2.b,Tad Knaggs,0.002052631,2.47E-07,143.708908,-37.42236
0,0,Learmonth Lake,64,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,21/05/2012,,46,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 064, Clause 7",5.jpg,064-2.c,Tad Knaggs,0.132784504,4.45E-05,143.717236,-37.43631
0,0,Linlithgow Lake,36,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,17/01/2012,,47,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 036, Clause 7",5.jpg,036-2,Tad Knaggs,0.00207649,1.33E-07,142.215378,-37.768756
0,0,Little Lake Boort,53,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,19/10/2011,,48,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 053, Clause 7",5.jpg,053-2,Tad Knaggs,0.075164545,1.09E-05,143.728552,-36.117611
0,0,Loddon River,63,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,17/03/2010,,49,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 063, Clause 7",5.jpg,063-1,Jamie Portman,0.031167937,8.65E-06,143.892332,-36.833925
0,0,Mallacoota,109,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,19/06/2009,,50,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 109, Clause 7",5.jpg,109-2.a,Jamie Portman,0.064911084,4.47E-05,149.763592,-37.547655
0,0,Mallacoota,109,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,19/06/2009,,50,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 109, Clause 7",5.jpg,109-2.b,Jamie Portman,0.22491444,0.000151051,149.68884,-37.477186
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,3,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-1 (<15%),Tad Knaggs,0.436763625,0.000242898,144.474157,-37.684799
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,2,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.a (>15% & <20%),Tad Knaggs,0.320086103,0.000153997,144.474157,-37.684799
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.a (>20%),Tad Knaggs,0.170956326,5.31E-05,144.509433,-37.708129
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,2,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.b (>15% & <20%),Tad Knaggs,0.023679573,4.19E-06,144.540891,-37.719159
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.b (>20%),Tad Knaggs,0.003525604,4.36E-07,144.510791,-37.707521
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,2,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.c (>15% & <20%),Tad Knaggs,0.008887946,2.22E-06,144.566918,-37.740378
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.c (>20%),Tad Knaggs,0.037403257,2.16E-05,144.52063,-37.704866
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.d (>20%),Tad Knaggs,0.003729331,4.37E-07,144.527287,-37.706847
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.e (>20%),Tad Knaggs,0.009579837,1.80E-06,144.54131,-37.714282
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.f (>20%),Tad Knaggs,0.009536339,2.39E-06,144.54161,-37.717135
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.f (>20%),Tad Knaggs,0.014175122,3.03E-06,144.542814,-37.715674
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.g (>20%),Tad Knaggs,0.023679573,4.19E-06,144.540891,-37.719159
0,0,Melton Reservoir,150,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,2/6/2011,,52,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 150, Clause 7",5.jpg,150-2.h (>20%),Tad Knaggs,0.008887946,2.22E-06,144.566918,-37.740378
0,0,Moodmere Lake,129,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,3/8/2011,,54,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 129, Clause 7",5.jpg,129-2,Tad Knaggs,0.239168978,0.000126452,146.396971,-36.042633
0,0,Port Fairy,20,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,9/6/2009,,57,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 020, Clause 7",5.jpg,020-1.a,Brad Griffiths,0.042409345,4.16E-05,142.244816,-38.387603
0,0,Port Fairy,20,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,9/6/2009,,57,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 020, Clause 7",5.jpg,020-1.b,Brad Griffiths,0.00674419,1.44E-06,142.243977,-38.387995
