AREA,PERIMETER,UNIQUEID,SCHEDULERE,SURVEYORCO,WATERSEDGE,ZONETYPE,ZONESUBTYP,CLAUSE,SURVEYDATE,FTYPE_CODE,WATERWAY_I,SCHEDULE_T,DISPLAY_HE,DISPLAY_TE,CONDITIONA,CONDITIO_1,CREATION_T,DISPLAY_RE,DISPLAY_IC,ZONEID,SURVEYORNA,Shape_Leng,Shape_Area,longitude,latitude
1.8555479999999997e-05,0.02258757429,WarangaBasin_0004,85.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,21/11/2011,,71.0,,Access Lane - Water Skiing,,1,,AUTO,"Refer to Schedule 085, Clause 5",SkiingPermitted.png,085-1.d (>114.38),Tad Knaggs,0.022587574680000003,1.8555479999999997e-05,145.077737,-36.578328
3.38651e-06,0.0075045532799999995,WarangaBasin_0005,85.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,21/11/2011,,71.0,,Access Lane - Water Skiing,,1,,AUTO,"Refer to Schedule 085, Clause 5",SkiingPermitted.png,085-1.e (>114.38),Tad Knaggs,0.0075045528299999996,3.38651e-06,145.110673,-36.574668
1.41255e-06,0.00491298359,WesternPort_0002,5.0,Geomatic Technologies,VicMap Modified,Access Lane - Water Skiing,Not Applicable,5,16/04/2008,,72.0,,Access Lane - Water Skiing,,0,,AUTO,"Refer to Schedule 005, Clause 5",SkiingPermitted.png,005-2.a,Jamie Portman,0.0049129818,1.41255e-06,145.257246,-38.449502
1.01143e-06,0.00469643989,WesternPort_0003,5.0,Geomatic Technologies,VicMap Modified,Access Lane - Water Skiing,Not Applicable,5,16/04/2008,,72.0,,Access Lane - Water Skiing,,0,,AUTO,"Refer to Schedule 005, Clause 5",SkiingPermitted.png,005-2.b,Jamie Portman,0.0046964392,1.01143e-06,145.195622,-38.455349
4.317141e-05,0.16036722340999998,WimmeraRiver-Horsham_0003,69.0,Geomatic Technologies,VicMap Modified,No Wash,Not Applicable,11,14/12/2009,,73.0,,No Wash,,0,,AUTO,"Refer to Schedule 069, Clause 11",NA.png,069-3,Jamie Portman,0.16036722123,4.317141e-05,142.222528,-36.708287
2.12209e-06,0.006039084179999999,PortPhillip_00019,1.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,17/10/2014,,78.0,,Access Lane - Water Skiing,,0,,AUTO,"Refer to Schedule 001, Clause 5",SkiingPermitted.png,001-2.5.a,Tad Knaggs,0.006039082760000001,2.12209e-06,145.052823,-37.987022
5.58082e-06,0.011912942099999999,PortPhillip_00042,1.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,31/01/2014,,78.0,,Access Lane - Water Skiing,,0,,AUTO,"Refer to Schedule 001, Clause 5",SkiingPermitted.png,001-3.5.a,Tad Knaggs,0.01191294209,5.58082e-06,144.943582,-38.339307
3.2142700000000003e-06,0.007198317790000001,PortPhillip_00037,1.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,19/04/2012,,78.0,,Access Lane - Water Skiing,,0,,AUTO,"Refer to Schedule 001, Clause 5",SkiingPermitted.png,001-2.l,Tad Knaggs,0.0071983173599999995,3.2142700000000003e-06,144.703343,-38.127543
3.13383e-06,0.00731494753,PortPhillip_00038,1.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,19/04/2012,,78.0,,Access Lane - Water Skiing,,0,,AUTO,"Refer to Schedule 001, Clause 5",SkiingPermitted.png,001-2.m,Tad Knaggs,0.0073149478799999995,3.13383e-06,144.717844,-38.161521
9.6977e-07,0.00425248485,PykesCreekReservoir_0001,41.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,9/11/2011,,60.0,,Access Lane - Water Skiing,,1,,,"Refer to Schedule 041, Clause 5",SkiingPermitted.png,041-1.a (>30%),Tad Knaggs,0.0042524851899999995,9.6977e-07,144.30287,-37.605075
3.7398e-07,0.00249956975,PykesCreekReservoir_0002,41.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,9/11/2011,,60.0,,Access Lane - Water Skiing,,1,,,"Refer to Schedule 041, Clause 5",SkiingPermitted.png,041-1.b (>30%),Tad Knaggs,0.0024995701600000002,3.7398e-07,144.303545,-37.603861
2.01602e-06,0.00779114368,CairnCurran_0003,52.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,11/07/2011,,13.0,,Access Lane - Water Skiing,,1,,,"Refer to Schedule 052, Clause 5",SkiingPermitted.png,052-1.b (>27%),Tad Knaggs,0.007791143409999999,2.01602e-06,143.972645,-37.005073
7.6383e-07,0.00366399472,CairnCurran_0005,52.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,11/07/2011,,13.0,,Access Lane - Water Skiing,,1,,,"Refer to Schedule 052, Clause 5",SkiingPermitted.png,052-1.c (>27%),Tad Knaggs,0.0036639947600000003,7.6383e-07,144.018745,-37.071478
9.5721e-07,0.00428414783,CairnCurran_0001,52.0,Geomatic Technologies,VicMap,Access Lane - Water Skiing,Not Applicable,5,11/07/2011,,13.0,,Access Lane - Water Skiing,,1,,,"Refer to Schedule 052, Clause 5",SkiingPermitted.png,052-1.a (>27%),Tad Knaggs,0.0042841484,9.5721e-07,143.978546,-36.998426
0.0,0.0,AireRiver_0001,118.0,Geomatic Technologies,VicMap Modified,Speed Restriction,8 Knots,7,2/07/2009,,1.0,,Speed Restriction (8 Knots),,0,,AUTO,"Refer to Schedule 118, Clause 7",8.jpg,118-1,Jamie Portman,0.15880191344,3.50445e-05,143.472374,-38.779598
0.0,0.0,AndersonInlet_0002,114.0,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,29/01/2010,,3.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 114, Clause 7",5.jpg,114-2.a,Jamie Portman,0.06356267268999999,2.607785e-05,145.740216,-38.636127
0.0,0.0,AndersonInlet_0003,114.0,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,29/01/2010,,3.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 114, Clause 7",5.jpg,114-2.b,Jamie Portman,0.06126962094,1.465569e-05,145.754751,-38.635509
0.0,0.0,AndersonInlet_0004,114.0,Geomatic Technologies,VicMap Modified,Speed Restriction,10 Knots,7,29/01/2010,,3.0,,Speed Restriction (10 Knots),,0,,AUTO,"Refer to Schedule 114, Clause 7",10.jpg,114-3,Jamie Portman,0.50486285451,0.0021990123199999998,145.750637,-38.648403
0.0,0.0,AngleseaRiver_0001,13.0,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,11/05/2009,,4.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 013, Clause 7",5.jpg,013-1,Jamie Portman,0.06647426763,7.4732799999999995e-06,144.184229,-38.396609
0.0,0.0,BarwonRiver_0003,7.0,Geomatic Technologies,VicMap Modified,Speed Restriction,35 Knots,7,18/02/2009,,5.0,,Speed Restriction (35 Knots),,0,,AUTO,"Refer to Schedule 007, Clause 7",35.jpg,007-3,Brad Griffiths,0.00091837451,1.2e-10,144.293907,-38.154829
0.0,0.0,BarwonRiverLakeConnewarre_0001,131.0,Geomatic Technologies,VicMap Modified,Speed Restriction,5 Knots,7,23/11/2009,,8.0,,Speed Restriction (5 Knots),,0,,,"Refer to Schedule 131, Clause 7",5.jpg,131-1,Jamie Portman,0.74646335448,0.00243238729,144.49089,-38.261292
0.0,0.0,BassStrait_0001,11.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,12/05/2009,,6.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 011, Clause 7",5.jpg,011-1,Brad Griffiths,0.08695453718,7.616709e-05,144.330519,-38.327899
0.0,0.0,Boga-Lake_0006,74.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,5/01/2012,,7.0,,Speed Restriction (5 Knots),,1,,AUTO,"Refer to Schedule 074, Clause 7",5.jpg,074-2 (>67.500),Tad Knaggs,0.18770497252999999,8.301774999999999e-05,143.636262,-35.462904
0.0,0.0,Bolac-Lake_0006,40.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,17/06/2011,,77.0,,Speed Restriction (5 Knots),,0,,,"Refer to Schedule 040, Clause 7",5.jpg,040-2.b,Tad Knaggs,0.06357251532000001,0.00020841830000000003,142.873631,-37.712613
0.0,0.0,Bolac-Lake_0005,40.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,17/06/2011,,77.0,,Speed Restriction (5 Knots),,0,,,"Refer to Schedule 040, Clause 7",5.jpg,040-2.a,Tad Knaggs,0.23023715428000002,6.73186e-05,142.851865,-37.747276
0.0,0.0,BridgewaterLakes_0003,134.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,29/11/2011,,9.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 134, Clause 7",5.jpg,134-3,Tad Knaggs,0.00846365921,2.17738e-06,141.405236,-38.318791
0.0,0.0,Buffalo-Lake_0003,96.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,29/07/2011,,10.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 096, Clause 7",5.jpg,096-2.a,Tad Knaggs,0.15099385769,4.2709229999999996e-05,146.656418,-36.737373
0.0,0.0,Buffalo-Lake_0004,96.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,29/07/2011,,10.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 096, Clause 7",5.jpg,096-2.b,Tad Knaggs,0.04384806052,2.964262e-05,146.664521,-36.729097
0.0,0.0,Buffalo-Lake_0005,96.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,29/07/2011,,10.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 096, Clause 7",5.jpg,096-2.c,Tad Knaggs,0.013355107109999998,7.38247e-06,146.655623,-36.728007
0.0,0.0,Buffalo-Lake_0006,96.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,29/07/2011,,10.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 096, Clause 7",5.jpg,096-2.d,Tad Knaggs,0.07902828892000001,7.051353e-05,146.65642,-36.737393
0.0,0.0,Burrumbeet-Lake_0005,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,8/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.a,Tad Knaggs,0.07161013735,7.112837e-05,143.665261,-37.524476
0.0,0.0,Burrumbeet-Lake_0006,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,8/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.b,Tad Knaggs,0.017413936090000002,1.747533e-05,143.666332,-37.495548
0.0,0.0,Burrumbeet-Lake_0007,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,15/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.c,Tad Knaggs,0.00751568642,2.7312299999999998e-06,143.668319,-37.491268
0.0,0.0,Burrumbeet-Lake_0008,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,15/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.d,Tad Knaggs,0.00548173962,1.3145500000000002e-06,143.668447,-37.489983
0.0,0.0,Burrumbeet-Lake_0009,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,15/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.e,Tad Knaggs,0.028258876980000004,3.950136e-05,143.665571,-37.480445
0.0,0.0,Burrumbeet-Lake_0010,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,8/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.f,Tad Knaggs,0.02578952111,3.4626599999999996e-06,143.665056,-37.480461
0.0,0.0,Burrumbeet-Lake_0011,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,15/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.g,Tad Knaggs,0.03412674013,4.84909e-06,143.649802,-37.475845
0.0,0.0,Burrumbeet-Lake_0012,43.0,Geomatic Technologies,VicMap,Speed Restriction,5 Knots,7,8/03/2012,,12.0,,Speed Restriction (5 Knots),,0,,AUTO,"Refer to Schedule 043, Clause 7",5.jpg,043-3.h,Tad Knaggs,0.03267378002,7.349721999999999e-05,143.629028,-37.481938
