STATION,STNAME,LATITUDE,LONGITUDE,FISHING,FISH,Field pH,Field DO,Field Temp,Field SampTemp,Field AirTemp,Field SampDepth,Field Turb,Field EC,EC,Color,Temp,pH,Total Alk,BiCarb,Cab,OH,Hardness,CalcHardness,Calc TDS,TSS,Ca,Cl,Mg,Nitrate,Nitrite,NO3+NO2,Ammonia,Kjeldahl N,Total N,DO,Total P,FRP,K,Na,SO4,Al,As,Cd,Cr,Cu,F,Fe,Pb,Mn,Hg,Mo,Ni,Se,SiO2,Zn,Anions,Cations,TOC,DOC,Chlorophyll-a,Phaeophytin,LOCATION,BOATING,ZONETYPE,ZONESUBTYP,DISPLAY_HE,ZONEID
406221,COLIBAN RIVER,-37.28452,144.3961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPPER COLIBAN RES. (HEAD GAUGE),0,,,,
406222,COLIBAN RIVER,-37.25368,144.38127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURISTON RESERVOIR (HEAD GAUGE),0,,,,
406224,MOUNT PLEASANT CREEK,-36.54565618,144.6377054,0,,223,224,0,0,0,215,225,0,0,116,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,91,0,0,92,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUNNYMEDE,0,,,,
406225,CAMPASPE RIVER,-36.84850885,144.5339499,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE EPPALOCK (O'LET MEAS. WEIR),0,,,,
406226,MOUNT IDA CREEK,-36.88032602,144.6519894,0,,25,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DERRINAL,0,,,,
406235,WILD DUCK CREEK,-36.94717851,144.6647037,0,,314,315,0,0,0,310,315,0,0,294,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,276,0,0,276,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U/S OF HEATHCOTE-MIA MIA ROAD,0,,,,
406250,COLIBAN RIVER,-37.31948333,144.3639361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPRINGHILL-TYLDEN ROAD,0,,,,
406262,AXE CREEK,-36.81091716,144.3912111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRATHFIELDSAYE,0,,,,
406263,MULLERS CREEK,-36.09591723,144.6753683,0,,202,202,0,0,0,199,202,0,0,68,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,212,17,0,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MURRAY VALLEY HIGHWAY,0,,,,
406264,MILLEWA CREEK,-36.18637384,144.7306592,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORTHERN HIGHWAY ECHUCA,0,,,,
406265,CAMPASPE RIVER,-36.14472095,144.7353385,0,,180,180,0,0,0,180,180,0,0,44,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,190,0,0,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECHUCA,0,,,,
406266,FIVE MILE CREEK,-37.33775,144.51149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODEND TREATMENT PLANT,0,,,,
406273,TRENTHAM NO 2 RESERVOIR H.G.,-37.407223,144.355459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAST TRENTHAM,0,,,,
406276,CAMPASPE RIVER,-36.15044215,144.7371189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FEHRINGS LANE,0,,,,
406280,LITTLE COLIBAN RV,-37.28957778,144.4338917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLUEPOT BRIDGE,0,,,,
406281,KANGAROO CREEK,-37.23897052,144.3391868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALMSBURY RESERVOIR,0,,,,
406282,TRENTHAM NO 1 RESERVOIR HEAD GAUGE,-37.407223,144.355459,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAST TRENTHAM,0,,,,
406700,COLIBAN MAIN CHANNEL,-37.19323,144.37655,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFFTAKE,0,,,,
406704,DEAKIN MAIN DRAIN,-36.12865662,144.7693105,0,,250,250,0,0,0,247,250,0,0,67,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,260,17,0,261,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUTFALL (ECHUCA),0,,,,
406731,DEAKIN MAIN DRAIN (D/S DRAIN 3),-36.32104,144.918564,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAY RD,0,,,,
406744,BAMAWM DRAIN NO.3 EXTENSION,-36.33352883,144.6446532,0,,122,122,0,0,0,122,122,0,0,58,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O'DONNEL ROAD,0,,,,
406746,DEAKIN MAIN DRAIN,-36.45212277,144.9508317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE R,0,,,,
406747,DEAKIN MAIN DRAIN SITE (S),-36.45077313,144.96044,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIDLAND HIGHWAY,0,,,,
406749,DEAKIN MAIN DRAIN SITE (U),-36.41191855,144.9281583,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASON ROAD,0,,,,
406750,BAMAWM MAIN DRAIN,-36.12873992,144.600682,0,,93,87,0,0,0,93,93,0,0,39,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,89,0,0,89,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DARGON'S BRIDGE,0,,,,
406756,MOSQUITO CREEK DEPRESSION,-36.32870658,144.9808938,0,,214,214,0,0,0,213,214,0,0,67,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,222,8,0,222,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CURR ROAD,0,,,,
406757,RICHARDSONS LAGOON OUTFALL,-36.02408507,144.5702187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TORRUMBARRY ESTATE,0,,,,
406758,BAMAWN MAIN DRAIN,-36.04050133,144.5788256,0,,216,216,0,0,0,214,216,0,0,67,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,221,5,0,221,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RICHARDSON LAGOON OUTFALL,0,,,,
406764,CAMPASPE DRAIN NO 5,-36.32811882,144.7009897,0,,101,101,0,0,0,102,101,0,0,56,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OUTFALL,0,,,,
406766,CAMPASPE DR NO 4,-36.31865378,144.6845948,0,,130,130,0,0,0,130,129,0,0,57,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,49,0,0,53,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORTHERN HIGHWAY,0,,,,
406769,OLD DEAKIN DRAIN NO 5,-36.25464053,144.8430887,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECHUCA-KYABRAM RD,0,,,,
406802,RAINGAUGE (CAMPASPE RIVER),-37.01512226,144.540295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDESDALE,0,,,,
407202,LODDON RIVER,-35.70323414,143.9192282,0,,1296,763,0,0,0,1300,2074,0,0,704,0,259,306,65,65,65,0,0,0,0,278,246,278,0,0,0,0,1310,12,0,1311,1306,278,278,318,0,10,10,10,10,0,10,10,10,10,10,10,10,1308,10,2,2,0,711,0,0,KERANG,0,,,,
407203,LODDON RIVER,-36.83120534,143.8917144,0,,362,363,0,0,0,359,364,0,0,359,0,0,2,0,0,0,0,0,0,357,2,2,2,0,0,0,0,358,0,0,358,354,2,2,2,0,1,1,1,1,0,2,1,2,1,0,1,0,2,1,0,0,2,0,0,0,LAANECOORIE,0,,,,
407205,LODDON RIVER,-35.92432646,143.8718822,0,,152,153,0,0,0,153,154,0,0,159,0,1,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,159,0,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,APPIN SOUTH,0,,,,
407209,GUNBOWER CREEK,-35.6565729,144.1248226,0,,1289,729,0,0,0,1294,2055,0,0,702,0,257,177,0,0,0,0,0,0,1,177,177,177,0,0,0,0,1304,18,0,1304,1297,177,177,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0,707,0,0,KOONDROOK,0,,,,
407210,LODDON RIVER,-36.98716397,143.9683234,0,,155,155,0,0,0,155,155,0,0,50,0,0,50,0,0,0,0,0,0,49,50,50,50,0,0,0,0,50,0,0,49,0,49,50,50,0,0,0,0,0,1,47,0,47,0,0,0,0,47,0,0,0,45,0,0,0,CAIRN CURRAN RESERVOIR T.G.,0,,,,
407211,BET BET CREEK,-36.92226552,143.7467637,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BET BET,0,,,,
407213,MCCALLUMS CREEK,-37.08439246,143.8116689,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARISBROOK,0,,,,
407214,CRESWICK CREEK,-37.29663553,143.789846,0,,343,343,0,0,0,338,343,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUNES,0,,,,
407215,LODDON RIVER,-37.10903603,144.0579866,0,,333,334,0,0,0,339,335,0,0,334,0,1,2,0,0,0,0,0,0,323,2,2,2,0,0,0,0,334,0,0,334,330,2,2,3,0,224,243,243,243,0,2,243,2,160,0,243,0,3,243,0,0,2,1,0,0,NEWSTEAD,0,,,,
407217,LODDON RIVER,-37.15795783,144.2084168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAUGHAN D/S FRYERS CREEK,0,,,,
407220,BET BET CREEK,-36.99477,143.64259,0,,306,306,0,0,0,303,306,0,0,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORWOOD,0,,,,
407221,JIM CROW CREEK,-37.2064268,144.100373,0,,341,341,0,0,0,341,354,0,0,338,0,114,248,113,113,113,0,0,0,328,249,222,249,0,0,0,0,336,0,0,338,335,249,249,259,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,0,12,0,0,YANDOIT,0,,,,
407222,TULLAROOP CREEK,-37.22743357,143.8340699,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLUNES,0,,,,
407224,LODDON RIVER,-36.32343051,143.8652636,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LODDON WEIR,0,,,,
407227,BIRCH CREEK,-37.33382633,143.922531,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMEATON,0,,,,
407229,LODDON RIVER,-36.426775,143.951224,0,,349,348,0,0,0,346,365,0,0,320,0,107,253,116,116,116,0,0,0,306,253,222,253,0,0,0,0,318,0,0,318,319,251,253,265,0,3,5,5,5,0,0,5,0,2,0,5,0,16,5,10,10,0,14,0,0,SERPENTINE WEIR,0,,,,
407230,JOYCES CREEK,-37.16392522,143.9624712,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRATHLEA,0,,,,
407236,MOUNT HOPE CREEK,-36.16250846,144.2858042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MITIAMO,0,,,,
407237,CRESWICK CREEK,-37.44125039,143.9463446,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRESWICK U/S COSGRAVE RES.,0,,,,
407238,ADEKATE CREEK,-37.44433032,143.9494445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRESWICK,0,,,,
407239,MIDDLE CREEK,-37.13826309,143.9133979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RODBOROUGH,0,,,,
407240,LODDON RIVER,-36.83381925,143.8916895,0,,0,0,0,0,0,4,193,0,0,3,0,193,9,1,1,1,0,0,0,0,3,3,3,0,0,0,79,192,1,0,192,192,3,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,LAANECOORIE RESERVOIR (H. GAUGE),0,,,,
407241,LODDON RIVER,-36.98903,143.96842,0,,0,0,0,0,0,4,191,0,0,3,0,191,9,1,1,1,0,0,0,0,3,3,3,0,0,0,79,191,1,0,191,191,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,CAIRN CURRAN RESERVOIR (HEAD GAUGE),0,,,,
407242,LODDON RIVER,-35.73508293,143.9114927,0,,77,77,0,0,0,80,76,0,0,41,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,81,0,0,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MURRAY VALLEY HIGHWAY BRIDGE (KERANG),0,,,,
407244,TULLAROOP CREEK,-37.09296795,143.8637307,0,,0,0,0,0,0,4,193,0,0,3,0,193,10,1,1,1,0,0,0,0,3,3,3,0,0,0,80,193,1,0,193,193,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TULLAROOP RESERVOIR (HEAD GAUGE),0,,,,
407246,BULLOCK CREEK,-36.72893939,144.1360524,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARONG,0,,,,
407248,TULLAROOP CREEK,-37.09047812,143.8653354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TULLARROP RES. (O'LET MEAS. WEIR),0,,,,
407249,BIRCH CREEK,-37.40427396,144.0034496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWLYN RESERVOIR (TAIL GAUGE),0,,,,
407251,SHEEPWASH CREEK,-35.71012,143.91002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHEEPWASH WEIR (KERANG) H.G.,0,,,,
407252,BARR CREEK,-35.60466,143.93106,0,,1180,613,0,0,0,1190,1840,0,0,593,0,211,239,5,5,5,0,0,0,0,239,234,239,0,0,0,0,1200,3,0,1201,1192,239,239,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,3,3,0,595,0,0,CAPELS FLUME,0,,,,
407253,PICCANINNY CREEK,-36.45193053,144.4693581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINTO,0,,,,
407254,BENDIGO CREEK,-36.74535142,144.2907234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BENDIGO,0,,,,
407255,BENDIGO CREEK,-36.63313628,144.3646811,0,,339,339,0,0,0,335,338,0,0,311,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,309,0,0,310,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUNTLY,0,,,,
407260,LODDON RIVER,-35.98998889,143.8419806,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MACORNA SYPHON,0,,,,
407283,BARR CREEK,-35.75777148,144.10546,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHWENKES ROAD,0,,,,
407284,CALIVIL CREEK,-35.88899545,144.0434175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WISHARTS ROAD,0,,,,
407285,NINE MILE CREEK,-35.89600307,143.9956207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COADS ROAD,0,,,,
407286,WANDELLA CREEK,-35.69470966,143.8712436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIRLEY,0,,,,
407287,BULLOCK CREEK,-35.92254445,144.184492,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U/S BOX CREEK,0,,,,
407288,BET BET CREEK,-37.18778799,143.5228329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LILLICUR,0,,,,
407289,NINE MILE CREEK,-36.09771026,143.9242234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERPENTINE CREEK OFFTAKE,0,,,,
407290,BULLOCK CREEK,-36.37298939,144.1374429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAST LODDON,0,,,,
407293,BOX CREEK,-35.93087179,144.2623549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D/S KOW SWAMP REGULATOR,0,,,,
407294,PYRAMID CREEK,-35.88516121,144.1768682,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLANNERY'S BRIDGE,0,,,,
407295,BOX CREEK,-35.91416646,144.203535,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANSFIELD'S BRIDGE,0,,,,
407300,MUCKLEFORD CREEK,-37.01668501,144.1417439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUCKLEFORD NORTH,0,,,,
407301,WANDELLA CREEK,-36.0110411,143.8261306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GANNONS WEIR,0,,,,
407302,VENABLES CREEK,-36.12163106,143.8334357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOORT DURHAM OX ROAD,0,,,,
407311,WOMBAT CREEK,-37.38983,144.17444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMBAT CREEK RESERVOIR,0,,,,
407312,KANGAROO CREEK,-37.38613661,144.2394636,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BULLARTO RES.,0,,,,
407313,WOMBAT CREEK,-37.39072,144.17505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMBAT CREEK RESERVOIR (H.G.),0,,,,
407314,MC CALLUMS CREEK,-37.28394,143.64889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVANSFORD RESERVOIR,0,,,,
407315,STONY CREEK,-37.25737778,143.631725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TALBOT RESERVOIR,0,,,,
407319,HEPBURN LAGOON OUTFALL CREEK,-37.36562563,143.990586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
407323,LODDON RIVER,-36.05321442,143.829015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANDO ROAD,0,,,,
407324,CRESWICK CREEK,-37.44476765,143.9362454,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSGROVE RESERVOIR,0,,,,
407326,DOCTORS CREEK,-37.2794,143.54474,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEXTON RES. H.G.,0,,,,
407327,KANGAROO CREEK,-37.378142,144.239983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BULLARTO RES. H.G.,0,,,,
407332,GUNBOWER CREEK,-35.6490072,144.1326915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONDIDORIOS BRIDGE,0,,,,
407333,MCCALLUM'S CREEK,-37.27562072,143.6541953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVANSFORD RES. H.G.,0,,,,
407334,STONY CREEK,-37.24958,143.64047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TALBOT RES. H.G.,0,,,,
407335,CENTENARY RESERVOIR HEAD GAUGE,-37.074531,143.734516,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
407336,GUNBOWER FOREST OUTFALL,-35.65645278,144.1432472,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHINAMAN BEND,0,,,,
407337,LITTLE GUNBOWER LAGOON,-35.70185495,144.1932061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD COLONY,0,,,,
407338,YARRAN CREEK,-35.76468396,144.2325683,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUNBOWER CREEK OFFTAKE,0,,,,
407339,REEDY CREEK,-35.73693706,144.1907704,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUNBOWER CREEK OFFTAKE,0,,,,
407340,BLACK SWAMP,-35.71079934,144.1780518,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUNBOWER CREEK OFFTAKE,0,,,,
407341,HEPPELL LAGOON,-36.000448,144.496681,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEPPELL ROAD,0,,,,
407342,HEPPELL LAGOON,-35.996388,144.488292,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORDELL ISLAND,0,,,,
407343,HEART LAGOON,-35.979523,144.48375,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIRT TRACK,0,,,,
407344,HEART LAGOON,-35.980171,144.473889,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEADWORKS ROAD,0,,,,
407345,UREGULATED LAGOON,-35.983592,144.471286,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEADWORKS ROAD,0,,,,
407346,SPLATTS LAGOON,-36.000908,144.47223,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PATHO CEMETERY ROAD,0,,,,
407347,SPLATTS LG,-35.995565,144.457816,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CNR PATHO CEMETERY RD & TORRUMBARRY W. RD,0,,,,
407348,SPLATTS LAGOON,-36.005034,144.447029,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MCGILLVRAYS,0,,,,
407349,TURNERS LAGOON,-35.998537,144.43106,0,,9,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAYERS LANE,0,,,,
